lattice_type,representation,L,T,observable,mean,jackknife_se,n_samples
triangular,cell,3072,3.708,ec_avg,0,0,200
triangular,cell,3072,3.7085,ec_avg,0,0,200
triangular,cell,3072,3.709,ec_avg,0,0,200
triangular,cell,3072,3.7095,ec_avg,0,0,200
triangular,cell,3072,3.71,ec_avg,0,0,200
triangular,cell,3072,3.7105,ec_avg,0,0,200
triangular,cell,3072,3.711,ec_avg,0,0,200
triangular,cell,3072,3.7115,ec_avg,0,0,200
triangular,cell,3072,3.712,ec_avg,0,0,200
triangular,cell,3072,3.7125,ec_avg,0,0,200
triangular,cell,3072,3.713,ec_avg,0,0,200
triangular,cell,3072,3.7135,ec_avg,0,0,200
triangular,cell,3072,3.714,ec_avg,0,0,200
triangular,cell,3072,3.7145,ec_avg,0,0,200
triangular,cell,3072,3.715,ec_avg,0,0,200
triangular,cell,3072,3.7155,ec_avg,0,0,200
triangular,cell,3072,3.716,ec_avg,0,0,200
triangular,cell,3072,3.7165,ec_avg,0,0,200
triangular,cell,3072,3.717,ec_avg,0,0,200
triangular,cell,3072,3.7175,ec_avg,0,0,200
triangular,cell,3072,3.718,ec_avg,0,0,200
triangular,cell,3072,3.7185,ec_avg,0,0,200
triangular,cell,3072,3.719,ec_avg,0,0,200
triangular,cell,3072,3.7195,ec_avg,0,0,200
triangular,cell,3072,3.72,ec_avg,0,0,200
