lattice_type,representation,variant,L,bootstrap,Tc,chi_c
triangular,vertex,m,128,62,3.665398576,139.6632202
triangular,vertex,m,128,63,3.666997459,143.0446971
triangular,vertex,m,128,64,3.667547397,140.2319608
triangular,vertex,m,128,65,3.666417703,141.3776288
triangular,vertex,m,128,66,3.667067442,141.0294833
triangular,vertex,m,128,67,3.666127894,141.1361443
triangular,vertex,m,128,68,3.667187419,140.1364274
triangular,vertex,m,128,69,3.666697562,141.3322159
triangular,vertex,m,128,70,3.666637589,143.7966471
triangular,vertex,m,128,71,3.66564831,141.5144205
triangular,vertex,m,128,72,3.665908069,141.137962
triangular,vertex,m,128,73,3.666047954,141.5407755
triangular,vertex,m,128,74,3.665968018,143.1093652
triangular,vertex,m,128,75,3.666807519,138.3010751
triangular,vertex,m,128,76,3.666387721,140.6717558
triangular,vertex,m,128,77,3.66621783,140.6465613
triangular,vertex,m,128,78,3.666497658,140.0929577
triangular,vertex,m,128,79,3.666177857,140.4126383
triangular,vertex,m,128,80,3.666947473,142.3016888
triangular,vertex,m,128,81,3.666417703,143.7662362
triangular,vertex,m,128,82,3.66677753,142.6216055
triangular,vertex,m,128,83,3.665898077,140.9065953
triangular,vertex,m,128,84,3.66645768,141.6419241
triangular,vertex,m,128,85,3.665438531,141.5375398
triangular,vertex,m,128,86,3.665468498,143.4679558
triangular,vertex,m,128,87,3.666407709,140.3102277
triangular,vertex,m,128,88,3.666177857,141.5314947
triangular,vertex,m,128,89,3.66712743,141.5790341
triangular,vertex,m,128,90,3.666867498,142.3447583
triangular,vertex,m,128,91,3.665858112,139.6255882
triangular,vertex,m,128,92,3.66562833,140.3798249
triangular,vertex,m,128,93,3.664989087,142.2083763
triangular,vertex,m,128,94,3.665908069,139.836414
triangular,vertex,m,128,95,3.667577399,141.0310813
triangular,vertex,m,128,96,3.666407709,144.0772859
triangular,vertex,m,128,97,3.666437691,142.4237237
triangular,vertex,m,128,98,3.666197843,139.1630216
triangular,vertex,m,128,99,3.667527397,141.8210906
triangular,vertex,m,128,100,3.66525874,141.3287518
triangular,vertex,m,128,101,3.666417703,142.6376845
triangular,vertex,m,128,102,3.666697562,140.2727233
triangular,vertex,m,128,103,3.66563832,142.1315299
triangular,vertex,m,128,104,3.665198814,143.2843278
triangular,vertex,m,128,105,3.66559836,139.6955754
triangular,vertex,m,128,106,3.666017978,142.0644734
triangular,vertex,m,128,107,3.665868104,142.1119172
triangular,vertex,m,128,108,3.665808157,145.2265287
triangular,vertex,m,128,109,3.666887491,144.0931817
triangular,vertex,m,128,110,3.665997994,139.3975857
triangular,vertex,m,128,111,3.665858112,142.602441
triangular,vertex,m,128,112,3.666117901,138.5736386
triangular,vertex,m,128,113,3.666157872,141.2570503
triangular,vertex,m,128,114,3.665868104,140.9751532
triangular,vertex,m,128,115,3.666707558,141.6351153
triangular,vertex,m,128,116,3.666697562,137.7616346
triangular,vertex,m,128,117,3.666377727,140.0053195
triangular,vertex,m,128,118,3.665718241,141.1358837
triangular,vertex,m,128,119,3.665378599,142.8747714
triangular,vertex,m,128,120,3.666987462,139.4746909
triangular,vertex,m,128,121,3.666227823,142.2114502
triangular,vertex,m,128,122,3.665488477,141.4468433
triangular,vertex,m,128,123,3.66591806,141.0883298
triangular,vertex,m,128,124,3.665948035,143.828066
triangular,vertex,m,128,125,3.66525874,144.6129537
triangular,vertex,m,128,126,3.667277407,139.6042733
triangular,vertex,m,128,127,3.665708251,142.2473213
triangular,vertex,m,128,128,3.666077931,142.2740768
triangular,vertex,m,128,129,3.66695747,143.3588267
triangular,vertex,m,128,130,3.666677571,139.428262
triangular,vertex,m,128,131,3.665748213,141.4746539
